"ID","date","latitude","longitude","eunis"
904,2004-07-18,46.445004,33.7202,"X36"
905,2004-07-18,46.445004,33.7202,"X36"
906,2004-07-18,46.445004,33.7202,"X36"
907,2004-07-18,46.445004,33.7202,"X36"
908,2004-07-18,46.445004,33.7202,"X36"
909,2004-07-18,46.445004,33.7202,"X36"
910,2004-07-18,46.445507,33.720464,"X36"
911,2004-07-18,46.445507,33.720464,"X36"
912,2004-07-18,46.445507,33.720464,"X36"
913,2004-07-18,46.445507,33.720464,"X36"
914,2004-07-18,46.445507,33.720464,"X36"
915,2004-07-18,46.445507,33.720464,"X36"
916,2004-07-18,46.445507,33.720464,"X36"
917,2004-07-18,46.445507,33.720464,"X36"
918,2004-07-18,46.445507,33.720464,"X36"
919,2004-07-18,46.445507,33.720464,"X36"
404,2014-07-02,46.447233,33.916483,"R1B"
490,2015-06-22,46.44735,33.9048,"R1B"
405,2014-07-02,46.4474,33.9171,"R1B"
406,2014-07-02,46.447567,33.917667,"R1B"
407,2014-07-02,46.44765,33.917867,"R1B"
491,2015-06-22,46.4477,33.9048,"R1B"
408,2014-07-02,46.44775,33.91825,"R1B"
492,2015-06-22,46.44785,33.904567,"R1B"
475,2015-06-17,46.447867,33.920333,"R1B"
493,2015-06-22,46.448033,33.904733,"R1B"
229,2011-06-05,46.448033,33.921517,"R1B"
231,2011-06-05,46.448233,33.922083,"R1B"
230,2011-06-05,46.4483,33.9217,"R1B"
474,2015-06-17,46.448333,33.9205,"R1B"
232,2011-06-05,46.44835,33.922833,"R1B"
234,2011-06-05,46.448467,33.923333,"R1B"
411,2014-07-02,46.448567,33.920717,"R1B"
473,2015-06-17,46.448633,33.920683,"R1B"
472,2015-06-17,46.448783,33.920917,"R1B"
414,2014-07-02,46.44885,33.9179,"R1B"
342,2011-07-14,46.449033,33.912,"X36"
413,2014-07-02,46.449067,33.919067,"R1B"
471,2015-06-17,46.44915,33.9211,"R1B"
186,2013-07-26,46.44935,33.9132,"R1B"
216,2011-07-19,46.45,33.91925,"R1B"
469,2015-06-17,46.45,33.9202,"R1B"
468,2015-06-17,46.450233,33.92,"R1B"
228,2011-07-20,46.450683,33.906317,"R1B"
226,2011-07-18,46.4513,33.915267,"R1B"
390,2014-06-23,46.451467,33.902517,"R1B"
221,2011-07-14,46.4516,33.92075,"R1B"
322,2011-07-11,46.451667,33.899267,"R1B"
276,2011-07-20,46.45195,33.914167,"R1B"
435,2014-07-04,46.452,33.88875,"R1B"
434,2014-07-04,46.452167,33.889417,"R1B"
392,2014-06-23,46.452233,33.900817,"R1B"
245,2011-07-17,46.4525,33.886867,"R1B"
49,2013-06-26,46.452667,33.898517,"R1B"
432,2014-07-04,46.452683,33.88925,"R1B"
105,2013-07-08,46.452733,33.915933,"R1B"
326,2011-07-18,46.452833,33.921283,"X36"
323,2011-07-12,46.4529,33.914533,"X36"
102,2013-07-08,46.45295,33.919067,"R1B"
371,2014-06-16,46.453067,33.88985,"R1B"
321,2011-07-11,46.453067,33.895767,"X36"
101,2013-07-08,46.453083,33.919783,"R1B"
104,2013-07-08,46.45315,33.91645,"R1B"
427,2014-07-04,46.453217,33.8874,"R1B"
103,2013-07-08,46.45325,33.916383,"R1B"
45,2013-06-26,46.453283,33.8929,"R1B"
278,2011-07-18,46.453383,33.913433,"X36"
43,2013-06-26,46.4534,33.889,"R1B"
431,2014-07-04,46.4534,33.889933,"R1B"
448,2014-07-23,46.453417,33.883767,"X36"
113,2013-07-09,46.453567,33.922883,"R1B"
486,2015-06-18,46.453583,33.885217,"R1B"
484,2015-06-18,46.4536,33.8859,"R1B"
485,2015-06-18,46.453633,33.88595,"R1B"
429,2014-07-04,46.453633,33.88855,"R1B"
449,2014-07-23,46.453667,33.883133,"X36"
53,2013-06-27,46.453667,33.8849,"R1B"
483,2015-06-18,46.4537,33.886517,"R1B"
272,2011-07-12,46.4537,33.9116,"R1B"
482,2015-06-18,46.45385,33.88665,"R1B"
249,2011-07-12,46.45385,33.9086,"R1B"
1127,2008-06-03,46.453898,33.953524,"R1B"
1128,2008-06-03,46.453898,33.953524,"R1B"
1129,2008-06-03,46.453898,33.953524,"R1B"
1130,2008-06-03,46.453898,33.953524,"R1B"
1131,2008-06-03,46.453898,33.953524,"R1B"
1132,2008-06-03,46.453898,33.953524,"R1B"
1133,2008-06-03,46.453898,33.953524,"R1B"
481,2015-06-18,46.45395,33.886333,"R1B"
373,2014-06-16,46.453983,33.889683,"R1B"
480,2015-06-18,46.454,33.886033,"R1B"
52,2013-06-26,46.454067,33.90265,"R1B"
286,2011-07-14,46.454183,33.918483,"X36"
1497,2017-06-01,46.4542,33.88575,"R1B"
282,2011-07-19,46.454217,33.9146,"X36"
1473,2009-06-05,46.454249,34.007071,"R1B"
1474,2009-06-05,46.454249,34.007071,"R1B"
1475,2009-06-05,46.454249,34.007071,"R1B"
1476,2009-06-05,46.454249,34.007071,"R1B"
1477,2009-06-05,46.454249,34.007071,"R1B"
1479,2009-06-05,46.454249,34.007071,"R1B"
1480,2009-06-05,46.454249,34.007071,"R1B"
1481,2009-06-05,46.454249,34.007071,"R1B"
1482,2009-06-05,46.454249,34.007071,"R1B"
479,2015-06-18,46.454267,33.8856,"R1B"
478,2015-06-18,46.45435,33.8852,"R1B"
477,2015-06-18,46.4545,33.884767,"R1B"
54,2013-06-27,46.454583,33.887167,"R1B"
250,2011-07-18,46.45475,33.9066,"R1B"
251,2011-07-18,46.454933,33.910283,"R1B"
281,2011-07-12,46.455083,33.91415,"X36"
287,2011-07-15,46.455083,33.923917,"X36"
224,2011-07-18,46.455167,33.902983,"R1B"
1070,2005-05-21,46.455316,33.915029,"X36"
1071,2005-05-21,46.455316,33.915029,"X36"
1072,2005-05-21,46.455316,33.915029,"X36"
1073,2005-05-21,46.455316,33.915029,"X36"
1074,2005-05-21,46.455316,33.915029,"X36"
1075,2005-05-21,46.455316,33.915029,"X36"
1076,2005-05-21,46.455316,33.915029,"X36"
1077,2005-05-21,46.455316,33.915029,"X36"
1078,2005-05-21,46.455316,33.915029,"X36"
1079,2005-05-21,46.455316,33.915029,"X36"
1080,2005-05-21,46.455316,33.915029,"X36"
1081,2005-05-21,46.455316,33.915029,"X36"
1082,2005-05-21,46.455316,33.915029,"X36"
1083,2005-05-21,46.455316,33.915029,"X36"
381,2014-06-16,46.455317,33.885667,"R1B"
225,2011-07-18,46.455367,33.904367,"R1B"
220,2011-07-18,46.455467,33.900083,"R1B"
526,2015-06-25,46.455533,33.894483,"R1B"
417,2014-07-03,46.455667,33.8915,"R1B"
521,2015-06-25,46.4557,33.8901,"R1B"
529,2015-06-25,46.455767,33.902267,"R1B"
530,2015-06-25,46.4558,33.902567,"R1B"
531,2015-06-25,46.4559,33.9038,"R1B"
204,2014-07-09,46.455917,33.9231,"X36"
528,2015-06-25,46.456017,33.901167,"R1B"
880,2004-07-13,46.456164,33.918493,"X36"
881,2004-07-13,46.456164,33.918493,"X36"
882,2004-07-13,46.456164,33.918493,"X36"
883,2004-07-13,46.456164,33.918493,"R1B"
885,2004-07-13,46.456164,33.918493,"X36"
895,2004-07-13,46.456164,33.918493,"X36"
896,2004-07-13,46.456164,33.918493,"X36"
791,2003-10-12,46.456212,33.915549,"X36"
792,2003-10-12,46.456212,33.915549,"X36"
